DATE,TAVG
11/29/16,49
11/30/16,53
12/1/16,53
12/2/16,43
12/3/16,41
12/4/16,40
12/5/16,41
12/6/16,40
12/7/16,40
12/8/16,43
12/9/16,37
12/10/16,28
12/11/16,27
12/12/16,33
12/13/16,38
12/14/16,34
12/15/16,27
12/16/16,18
12/17/16,20
12/18/16,47
12/19/16,47
12/20/16,27
12/21/16,29
12/22/16,33
12/23/16,36
12/24/16,39
12/25/16,41
12/26/16,37
12/27/16,46
12/28/16,44
12/29/16,34
12/30/16,37
12/31/16,32
1/1/17,39
1/2/17,40
1/3/17,37
1/4/17,40
1/5/17,42
1/6/17,27
1/7/17,22
1/8/17,21
1/9/17,20
1/10/17,21
1/11/17,36
1/12/17,49
1/13/17,53
1/14/17,32
1/15/17,28
1/16/17,29
1/17/17,39
1/18/17,37
1/19/17,38
1/20/17,39
1/21/17,40
1/22/17,50
1/23/17,55
1/24/17,42
1/25/17,36
1/26/17,38
1/27/17,41
1/28/17,33
1/29/17,31
1/30/17,31
1/31/17,27
2/1/17,33
2/2/17,38
2/3/17,29
2/4/17,24
2/5/17,27
2/6/17,35
2/7/17,39
2/8/17,49
2/9/17,47
2/10/17,20
2/11/17,27
2/12/17,41
2/13/17,35
2/14/17,27
2/15/17,41
2/16/17,39
2/17/17,23
2/18/17,35
2/19/17,57
2/20/17,55
2/21/17,43
2/22/17,46
2/23/17,58
2/24/17,64
2/25/17,72
2/26/17,63
2/27/17,33
2/28/17,50
3/1/17,61
3/2/17,63
3/3/17,35
3/4/17,29
3/5/17,18
3/6/17,31
3/7/17,49
3/8/17,54
3/9/17,52
3/10/17,44
3/11/17,30
3/12/17,19
3/13/17,22
3/14/17,30
3/15/17,30
3/16/17,21
3/17/17,30
3/18/17,41
3/19/17,33
3/20/17,43
3/21/17,44
3/22/17,49
3/23/17,22
3/24/17,40
3/25/17,48
3/26/17,39
3/27/17,39
3/28/17,56
3/29/17,48
3/30/17,48
3/31/17,45
4/1/17,39
4/2/17,40
4/3/17,56
4/4/17,64
4/5/17,64
4/6/17,53
4/7/17,45
4/8/17,38
4/9/17,47
4/10/17,67
4/11/17,78
4/12/17,78
4/13/17,58
4/14/17,51
4/15/17,62
4/16/17,70
4/17/17,79
4/18/17,60
4/19/17,62
4/20/17,52
4/21/17,61
4/22/17,61
4/23/17,46
4/24/17,68
4/25/17,73
4/26/17,61
4/27/17,75
4/28/17,78
4/29/17,73
4/30/17,64
5/1/17,64
5/2/17,75
5/3/17,61
5/4/17,53
5/5/17,51
5/6/17,58
5/7/17,66
5/8/17,45
5/9/17,49
5/10/17,54
5/11/17,55
5/12/17,64
5/13/17,64
5/14/17,51
5/15/17,59
5/16/17,61
5/17/17,69
5/18/17,88
5/19/17,89
5/20/17,75
5/21/17,75
5/22/17,66
5/23/17,65
5/24/17,73
5/25/17,74
5/26/17,61
5/27/17,61
5/28/17,65
5/29/17,75
5/30/17,67
5/31/17,65
6/1/17,73
6/2/17,71
6/3/17,64
6/4/17,67
6/5/17,62
6/6/17,72
6/7/17,64
6/8/17,71
6/9/17,77
6/10/17,76
6/11/17,82
6/12/17,88
6/13/17,88
6/14/17,84
6/15/17,80
6/16/17,76
6/17/17,70
6/18/17,83
6/19/17,86
6/20/17,74
6/21/17,76
6/22/17,75
6/23/17,80
6/24/17,77
6/25/17,79
6/26/17,75
6/27/17,72
6/28/17,66
6/29/17,74
6/30/17,79
7/1/17,82
7/2/17,80
7/3/17,81
7/4/17,77
7/5/17,79
7/6/17,82
7/7/17,78
7/8/17,82
7/9/17,77
7/10/17,78
7/11/17,78
7/12/17,80
7/13/17,82
7/14/17,77
7/15/17,81
7/16/17,74
7/17/17,81
7/18/17,80
7/19/17,85
7/20/17,85
7/21/17,83
7/22/17,85
7/23/17,77
7/24/17,81
7/25/17,74
7/26/17,68
7/27/17,73
7/28/17,77
7/29/17,76
7/30/17,76
7/31/17,79
8/1/17,82
8/2/17,85
8/3/17,86
8/4/17,85
8/5/17,83
8/6/17,70
8/7/17,75
8/8/17,67
8/9/17,74
8/10/17,81
8/11/17,81
8/12/17,76
8/13/17,81
8/14/17,78
8/15/17,78
8/16/17,81
8/17/17,78
8/18/17,81
8/19/17,82
8/20/17,78
8/21/17,79
8/22/17,83
8/23/17,85
8/24/17,74
8/25/17,74
8/26/17,69
8/27/17,71
8/28/17,73
8/29/17,73
8/30/17,66
8/31/17,75
9/1/17,75
9/2/17,63
9/3/17,65
9/4/17,64
9/5/17,76
9/6/17,74
9/7/17,62
9/8/17,66
9/9/17,65
9/10/17,59
9/11/17,65
9/12/17,73
9/13/17,77
9/14/17,78
9/15/17,76
9/16/17,80
9/17/17,81
9/18/17,82
9/19/17,83
9/20/17,82
9/21/17,81
9/22/17,82
9/23/17,80
9/24/17,84
9/25/17,88
9/26/17,89
9/27/17,89
9/28/17,88
9/29/17,62
9/30/17,63
10/1/17,53
10/2/17,66
10/3/17,71
10/4/17,73
10/5/17,81
10/6/17,76
10/7/17,70
10/8/17,80
10/9/17,77
10/10/17,75
10/11/17,74
10/12/17,66
10/13/17,61
10/14/17,60
10/15/17,67
10/16/17,75
10/17/17,50
10/18/17,59
10/19/17,71
10/20/17,72
10/21/17,67
10/22/17,74
10/23/17,73
10/24/17,70
10/25/17,69
10/26/17,60
10/27/17,50
1/1/15,32
1/2/15,31
1/3/15,37
1/4/15,53
1/5/15,36
1/6/15,15
1/7/15,14
1/8/15,15
1/9/15,22
1/10/15,15
1/11/15,31
1/12/15,33
1/13/15,18
1/14/15,22
1/15/15,25
1/16/15,28
1/17/15,24
1/18/15,38
1/19/15,34
1/20/15,24
1/21/15,24
1/22/15,24
1/23/15,30
1/24/15,33
1/25/15,31
1/26/15,17
1/27/15,16
1/28/15,21
1/29/15,30
1/30/15,27
1/31/15,14
2/1/15,25
2/2/15,25
2/3/15,22
2/4/15,31
2/5/15,24
2/6/15,20
2/7/15,27
2/8/15,38
2/9/15,20
2/10/15,18
2/11/15,30
2/12/15,28
2/13/15,6
2/14/15,21
2/15/15,6
2/16/15,4
2/17/15,17
2/18/15,21
2/19/15,11
2/20/15,7
2/21/15,21
2/22/15,28
2/23/15,18
2/24/15,19
2/25/15,22
2/26/15,15
2/27/15,12
2/28/15,21
3/1/15,24
3/2/15,25
3/3/15,30
3/4/15,35
3/5/15,29
3/6/15,22
3/7/15,26
3/8/15,35
3/9/15,42
3/10/15,48
3/11/15,45
3/12/15,37
3/13/15,44
3/14/15,42
3/15/15,36
3/16/15,49
3/17/15,39
3/18/15,26
3/19/15,30
3/20/15,32
3/21/15,40
3/22/15,26
3/23/15,20
3/24/15,33
3/25/15,42
3/26/15,37
3/27/15,36
3/28/15,24
3/29/15,39
3/30/15,41
3/31/15,34
4/1/15,38
4/2/15,61
4/3/15,61
4/4/15,40
4/5/15,32
4/6/15,62
4/7/15,42
4/8/15,40
4/9/15,42
4/10/15,54
4/11/15,44
4/12/15,64
4/13/15,75
4/14/15,58
4/15/15,56
4/16/15,69
4/17/15,59
4/18/15,70
4/19/15,65
4/20/15,60
4/21/15,56
4/22/15,49
4/23/15,35
4/24/15,34
4/25/15,47
4/26/15,47
4/27/15,47
4/28/15,60
4/29/15,65
4/30/15,68
5/1/15,61
5/2/15,68
5/3/15,73
5/4/15,80
5/5/15,69
5/6/15,68
5/7/15,78
5/8/15,85
5/9/15,82
5/10/15,84
5/11/15,82
5/12/15,72
5/13/15,50
5/14/15,61
5/15/15,70
5/16/15,76
5/17/15,77
5/18/15,82
5/19/15,76
5/20/15,52
5/21/15,58
5/22/15,59
5/23/15,62
5/24/15,75
5/25/15,82
5/26/15,79
5/27/15,78
5/28/15,70
5/29/15,79
5/30/15,81
5/31/15,66
6/1/15,55
6/2/15,59
6/3/15,70
6/4/15,72
6/5/15,77
6/6/15,65
6/7/15,74
6/8/15,71
6/9/15,71
6/10/15,78
6/11/15,76
6/12/15,86
6/13/15,74
6/14/15,80
6/15/15,79
6/16/15,78
6/17/15,73
6/18/15,73
6/19/15,69
6/20/15,73
6/21/15,80
6/22/15,80
6/23/15,83
6/24/15,73
6/25/15,74
6/26/15,74
6/27/15,63
6/28/15,63
6/29/15,70
6/30/15,75
7/1/15,73
7/2/15,70
7/3/15,73
7/4/15,68
7/5/15,77
7/6/15,77
7/7/15,82
7/8/15,72
7/9/15,69
7/10/15,75
7/11/15,78
7/12/15,80
7/13/15,82
7/14/15,75
7/15/15,66
7/16/15,72
7/17/15,74
7/18/15,86
7/19/15,86
7/20/15,80
7/21/15,80
7/22/15,72
7/23/15,73
7/24/15,77
7/25/15,77
7/26/15,81
7/27/15,83
7/28/15,84
7/29/15,86
7/30/15,80
7/31/15,80
8/1/15,75
8/2/15,80
8/3/15,80
8/4/15,74
8/5/15,72
8/6/15,71
8/7/15,76
8/8/15,74
8/9/15,80
8/10/15,76
8/11/15,75
8/12/15,72
8/13/15,74
8/14/15,82
8/15/15,82
8/16/15,84
8/17/15,86
8/18/15,88
8/19/15,83
8/20/15,79
8/21/15,73
8/22/15,70
8/23/15,76
8/24/15,76
8/25/15,74
8/26/15,68
8/27/15,67
8/28/15,72
8/29/15,79
8/30/15,79
8/31/15,82
9/1/15,81
9/2/15,83
9/3/15,84
9/4/15,85
9/5/15,82
9/6/15,84
9/7/15,89
9/8/15,89
9/9/15,87
9/10/15,66
9/11/15,74
9/12/15,67
9/13/15,62
9/14/15,67
9/15/15,76
9/16/15,82
9/17/15,82
9/18/15,82
9/19/15,78
9/20/15,64
9/21/15,62
9/22/15,69
9/24/15,76
9/25/15,72
9/26/15,70
9/27/15,73
9/28/15,72
9/29/15,69
9/30/15,66
10/1/15,54
10/2/15,49
10/3/15,49
10/4/15,62
10/5/15,65
10/6/15,58
10/7/15,63
10/8/15,64
10/9/15,62
10/10/15,54
10/11/15,70
10/12/15,72
10/13/15,65
10/14/15,55
10/15/15,61
10/16/15,54
10/17/15,42
10/18/15,39
10/19/15,50
10/20/15,67
10/21/15,66
10/22/15,65
10/23/15,49
10/24/15,49
10/25/15,53
10/26/15,48
10/27/15,55
10/28/15,60
10/29/15,62
10/30/15,46
10/31/15,48
11/1/15,63
11/2/15,57
11/3/15,69
11/4/15,73
11/5/15,71
11/6/15,71
11/7/15,54
11/8/15,47
11/9/15,54
11/10/15,57
11/11/15,52
11/12/15,53
11/13/15,49
11/14/15,38
11/15/15,58
11/16/15,55
11/17/15,50
11/18/15,54
11/19/15,59
11/20/15,50
11/21/15,45
11/22/15,47
11/23/15,31
11/24/15,35
11/25/15,45
11/26/15,53
11/27/15,60
11/28/15,46
11/29/15,35
11/30/15,40
12/1/15,46
12/2/15,49
12/3/15,40
12/4/15,41
12/5/15,42
12/6/15,46
12/7/15,41
12/8/15,40
12/9/15,48
12/10/15,51
12/11/15,55
12/12/15,54
12/13/15,60
12/14/15,63
12/15/15,52
12/16/15,44
12/17/15,49
12/18/15,37
12/19/15,31
12/20/15,35
12/21/15,47
12/22/15,54
12/23/15,58
12/24/15,64
12/25/15,58
12/26/15,44
12/27/15,54
12/28/15,32
12/29/15,37
12/30/15,44
12/31/15,40
1/1/16,32
1/2/16,29
1/3/16,33
1/4/16,22
1/5/16,20
1/6/16,34
1/7/16,39
1/8/16,36
1/9/16,42
1/10/16,50
1/11/16,26
1/12/16,26
1/13/16,19
1/14/16,26
1/15/16,44
1/16/16,39
1/17/16,28
1/18/16,17
1/19/16,21
1/20/16,22
1/21/16,23
1/22/16,20
1/23/16,23
1/24/16,24
1/25/16,33
1/26/16,49
1/27/16,34
1/28/16,33
1/29/16,33
1/30/16,40
1/31/16,54
2/1/16,49
2/2/16,42
2/3/16,52
2/4/16,44
2/5/16,31
2/6/16,39
2/7/16,43
2/8/16,38
2/9/16,35
2/10/16,30
2/11/16,16
2/12/16,19
2/13/16,14
2/14/16,4
2/15/16,23
2/16/16,47
2/17/16,31
2/18/16,20
2/19/16,33
2/20/16,56
2/21/16,41
2/22/16,31
2/23/16,40
2/24/16,52
2/25/16,51
2/26/16,25
2/27/16,36
2/28/16,61
2/29/16,51
3/1/16,47
3/2/16,48
3/3/16,24
3/4/16,29
3/5/16,30
3/6/16,38
3/7/16,59
3/8/16,65
3/9/16,74
3/10/16,61
3/11/16,49
3/12/16,63
3/13/16,54
3/14/16,47
3/15/16,51
3/16/16,63
3/17/16,55
3/18/16,41
3/19/16,35
3/20/16,40
3/21/16,37
3/22/16,51
3/23/16,50
3/24/16,69
3/25/16,58
3/26/16,53
3/27/16,58
3/28/16,56
3/29/16,38
3/30/16,59
3/31/16,67
4/1/16,63
4/2/16,47
4/3/16,31
4/4/16,29
4/5/16,26
4/6/16,42
4/7/16,49
4/8/16,35
4/9/16,33
4/10/16,38
4/11/16,51
4/12/16,48
4/13/16,45
4/14/16,55
4/15/16,62
4/16/16,67
4/17/16,70
4/18/16,70
4/19/16,58
4/20/16,62
4/21/16,74
4/22/16,64
4/23/16,54
4/24/16,54
4/25/16,59
4/26/16,51
4/27/16,52
4/28/16,55
4/29/16,54
4/30/16,57
5/1/16,49
5/2/16,53
5/3/16,52
5/4/16,56
5/5/16,55
5/6/16,56
5/7/16,62
5/8/16,54
5/9/16,56
5/10/16,61
5/11/16,72
5/12/16,78
5/13/16,69
5/14/16,64
5/15/16,45
5/16/16,58
5/17/16,56
5/18/16,61
5/19/16,63
5/20/16,70
5/21/16,64
5/22/16,66
5/23/16,75
5/24/16,76
5/25/16,83
5/26/16,81
5/27/16,85
5/28/16,87
5/29/16,86
5/30/16,80
5/31/16,77
6/1/16,80
6/2/16,74
6/3/16,80
6/4/16,80
6/5/16,73
6/6/16,76
6/7/16,71
6/8/16,56
6/9/16,63
6/10/16,67
6/11/16,83
6/12/16,75
6/13/16,61
6/14/16,70
6/15/16,80
6/16/16,78
6/17/16,80
6/18/16,84
6/19/16,87
6/20/16,87
6/21/16,78
6/22/16,73
6/23/16,78
6/24/16,81
6/25/16,84
6/26/16,87
6/27/16,81
6/28/16,83
6/29/16,74
6/30/16,80
7/1/16,78
7/2/16,75
7/3/16,78
7/4/16,84
7/5/16,87
7/6/16,90
7/7/16,88
7/8/16,88
7/9/16,84
7/10/16,69
7/11/16,80
7/12/16,88
7/13/16,90
7/14/16,87
7/15/16,89
7/16/16,80
7/17/16,83
7/18/16,80
7/19/16,76
7/20/16,80
7/21/16,89
7/22/16,91
7/23/16,87
7/24/16,89
7/25/16,84
7/26/16,81
7/27/16,86
7/28/16,84
7/29/16,85
7/30/16,68
7/31/16,76
8/1/16,80
8/2/16,81
8/3/16,79
8/4/16,84
8/5/16,85
8/6/16,79
8/7/16,80
8/8/16,81
8/9/16,85
8/10/16,86
8/11/16,88
8/12/16,89
8/13/16,92
8/14/16,80
8/15/16,76
8/16/16,84
8/17/16,78
8/18/16,80
8/19/16,82
8/20/16,84
8/21/16,73
8/22/16,68
8/23/16,77
8/24/16,81
8/25/16,82
8/26/16,80
8/27/16,82
8/28/16,85
8/29/16,77
8/30/16,78
8/31/16,73
9/1/16,72
9/2/16,72
9/3/16,74
9/4/16,77
9/5/16,81
9/6/16,81
9/7/16,86
9/8/16,87
9/9/16,77
9/10/16,84
9/11/16,78
9/12/16,73
9/13/16,81
9/14/16,72
9/15/16,68
9/16/16,74
9/17/16,74
9/18/16,77
9/19/16,77
9/20/16,82
9/21/16,78
9/22/16,82
9/23/16,77
9/24/16,63
9/25/16,63
9/26/16,70
9/27/16,71
9/28/16,71
9/29/16,59
9/30/16,55
10/1/16,63
10/2/16,67
10/3/16,66
10/4/16,64
10/5/16,69
10/6/16,74
10/7/16,75
10/8/16,63
10/9/16,56
10/10/16,52
10/11/16,65
10/12/16,68
10/13/16,57
10/14/16,55
10/15/16,64
10/16/16,72
10/17/16,70
10/18/16,79
10/19/16,66
10/20/16,65
10/21/16,62
10/22/16,44
10/23/16,52
10/24/16,47
10/25/16,44
10/26/16,39
10/27/16,45
10/28/16,42
10/29/16,66
10/30/16,56
10/31/16,42
11/1/16,55
11/2/16,72
11/3/16,59
11/4/16,47
11/5/16,55
11/6/16,51
11/7/16,57
11/8/16,64
11/9/16,49
11/10/16,56
11/11/16,51
11/12/16,42
11/13/16,59
11/14/16,58
11/15/16,55
11/16/16,53
11/17/16,48
11/18/16,65
11/19/16,68
11/20/16,33
11/21/16,28
11/22/16,31
11/23/16,31
11/24/16,37
11/25/16,46
11/26/16,38
11/27/16,39
11/28/16,47
11/29/16,51
11/30/16,53
12/1/16,51
12/2/16,40
12/3/16,35
12/4/16,36
12/5/16,39
12/6/16,37
12/7/16,40
12/8/16,34
12/9/16,27
12/10/16,25
12/11/16,25
12/12/16,38
12/13/16,32
12/14/16,31
12/15/16,20
12/16/16,18
12/17/16,41
12/18/16,46
12/19/16,20
12/20/16,28
12/21/16,32
12/22/16,35
12/23/16,39
12/24/16,41
12/25/16,35
12/26/16,42
12/27/16,47
12/28/16,31
12/29/16,37
12/30/16,31
12/31/16,37
1/1/17,38
1/2/17,36
1/3/17,37
1/4/17,40
1/5/17,24
1/6/17,19
1/7/17,17
1/8/17,15
1/9/17,18
1/10/17,29
1/11/17,44
1/12/17,52
1/13/17,38
1/14/17,27
1/15/17,27
1/16/17,39
1/17/17,37
1/18/17,38
1/19/17,37
1/20/17,38
1/21/17,49
1/22/17,56
1/23/17,47
1/24/17,33
1/25/17,41
1/26/17,41
1/27/17,34
1/28/17,29
1/29/17,29
1/30/17,22
1/31/17,27
2/1/17,35
2/2/17,27
2/3/17,20
2/4/17,26
2/5/17,33
2/6/17,35
2/7/17,42
2/8/17,50
2/9/17,25
2/10/17,24
2/11/17,40
2/12/17,36
2/13/17,32
2/14/17,38
2/15/17,37
2/16/17,24
2/17/17,29
2/18/17,61
2/19/17,53
2/20/17,38
2/21/17,45
2/22/17,57
2/23/17,65
2/24/17,72
2/25/17,62
2/26/17,31
2/27/17,49
2/28/17,58
3/1/17,63
3/2/17,46
3/3/17,26
3/4/17,14
3/5/17,25
3/6/17,48
3/7/17,53
3/8/17,53
3/9/17,44
3/10/17,32
3/11/17,16
3/12/17,17
3/13/17,27
3/14/17,22
3/15/17,20
3/16/17,28
3/17/17,37
3/18/17,30
3/19/17,39
3/20/17,38
3/21/17,46
3/22/17,32
3/23/17,33
3/24/17,46
3/25/17,40
3/26/17,40
3/27/17,54
3/28/17,53
3/29/17,43
3/30/17,43
3/31/17,38
4/1/17,38
4/2/17,55
4/3/17,63
4/4/17,62
4/5/17,51
4/6/17,48
4/7/17,38
4/8/17,45
4/9/17,67
4/10/17,77
4/11/17,79
4/12/17,57
4/13/17,48
4/14/17,60
4/15/17,69
4/16/17,80
4/17/17,63
4/18/17,57
4/19/17,51
4/20/17,58
4/21/17,62
4/22/17,46
4/23/17,65
4/24/17,71
4/25/17,59
4/26/17,73
4/27/17,76
4/28/17,74
4/29/17,62
4/30/17,64
5/1/17,74
5/2/17,59
5/3/17,51
5/4/17,53
5/5/17,56
5/6/17,59
5/7/17,43
5/8/17,47
5/9/17,52
5/10/17,51
5/11/17,61
5/12/17,62
5/13/17,51
5/14/17,58
5/15/17,60
5/16/17,67
5/17/17,87
5/18/17,88
5/19/17,73
5/20/17,69
5/21/17,65
5/22/17,67
5/23/17,70
5/24/17,72
5/25/17,58
5/26/17,61
5/27/17,63
5/28/17,73
5/29/17,68
5/30/17,67
5/31/17,71
6/1/17,68
6/2/17,62
6/3/17,65
6/4/17,63
6/5/17,74
6/6/17,63
6/7/17,67
6/8/17,76
6/9/17,74
6/10/17,82
6/11/17,87
6/12/17,87
6/13/17,82
6/14/17,77
6/15/17,76
6/16/17,71
6/17/17,82
6/18/17,86
6/19/17,73
6/20/17,74
6/21/17,72
6/22/17,80
6/23/17,78
6/24/17,76
6/25/17,74
6/26/17,70
6/27/17,65
6/28/17,73
6/29/17,79
6/30/17,80
7/1/17,80
7/2/17,79
7/3/17,74
7/4/17,76
7/5/17,80
7/6/17,76
7/7/17,81
7/8/17,74
7/9/17,76
7/10/17,77
7/11/17,80
7/12/17,80
7/13/17,75
7/14/17,81
7/15/17,72
7/16/17,79
7/17/17,80
7/18/17,83
7/19/17,83
7/20/17,81
7/21/17,83
7/22/17,76
7/23/17,78
7/24/17,75
7/25/17,64
7/26/17,72
7/27/17,76
7/28/17,73
7/29/17,73
7/30/17,77
7/31/17,80
8/1/17,82
8/2/17,82
8/3/17,82
8/4/17,83
8/5/17,67
8/6/17,72
8/7/17,69
8/8/17,72
8/9/17,79
8/10/17,78
8/11/17,75
8/12/17,80
8/13/17,74
8/14/17,76
8/15/17,80
8/16/17,76
8/17/17,80
8/18/17,82
8/19/17,76
8/20/17,78
8/21/17,81
8/22/17,84
8/23/17,72
8/24/17,69
8/25/17,68
8/26/17,68
8/27/17,71
8/28/17,69
8/29/17,64
8/30/17,72
8/31/17,65
9/1/17,60
9/2/17,66
9/3/17,64
9/4/17,76
9/5/17,71
9/6/17,61
9/7/17,65
9/8/17,63
9/9/17,57
9/10/17,63
9/11/17,72
9/12/17,75
9/13/17,76
9/14/17,73
9/15/17,77
9/16/17,79
9/17/17,79
9/18/17,80
9/19/17,79
9/20/17,78
9/21/17,76
9/22/17,74
9/23/17,81
9/24/17,85
9/25/17,86
9/26/17,86
9/27/17,86
9/28/17,63
9/29/17,61
9/30/17,53
10/1/17,61
10/2/17,68
10/4/17,80
10/5/17,72
10/6/17,69
10/7/17,79
10/8/17,76
10/9/17,74
10/10/17,70
10/11/17,64
10/12/17,60
10/13/17,60
10/14/17,66
10/15/17,72
10/16/17,53
10/17/17,58
10/18/17,69
10/19/17,70
10/20/17,64
10/21/17,73
10/22/17,71
10/23/17,68
10/24/17,68
10/25/17,58
10/26/17,48
