STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,CITY
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,5/26/2017,56,",,U",62,"H,,U",52,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,5/27/2017,60,",,U",68,"H,,U",53,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,5/28/2017,64,",,U",75,"H,,U",51,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,5/29/2017,58,",,U",68,"H,,U",53,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,5/30/2017,59,",,U",69,"H,,U",56,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,5/31/2017,61,",,U",74,"H,,U",50,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,6/1/2017,56,",,U",70,"H,,U",41,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,6/2/2017,51,",,U",63,"H,,U",37,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,6/3/2017,53,",,U",68,"H,,U",36,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,6/4/2017,50,",,U",58,"H,,U",37,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,6/5/2017,62,",,U",71,"H,,U",56,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,6/6/2017,53,",,U",57,"H,,U",47,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,6/7/2017,58,",,U",73,"H,,U",42,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,6/8/2017,62,",,U",79,"H,,U",44,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,6/9/2017,62,",,U",78,"H,,U",49,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,6/10/2017,67,",,U",84,"H,,U",49,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,6/11/2017,75,",,U",91,"H,,U",59,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,6/12/2017,75,",,U",91,"H,,U",56,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,6/13/2017,73,",,U",85,"H,,U",60,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,6/14/2017,65,",,U",80,"H,,U",50,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,6/15/2017,63,",,U",75,"H,,U",48,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,6/16/2017,64,",,U",69,"H,,U",57,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,6/17/2017,74,",,U",85,"H,,U",64,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,6/18/2017,77,",,U",88,"H,,U",67,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,6/19/2017,71,",,U",76,"H,,U",67,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,6/20/2017,67,",,U",77,"H,,U",56,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,6/21/2017,64,",,U",76,"H,,U",51,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,6/22/2017,68,",,U",81,"H,,U",48,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,6/23/2017,73,",,U",81,"H,,U",69,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,6/24/2017,68,",,U",79,"H,,U",53,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,6/25/2017,62,",,U",77,"H,,U",50,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,6/26/2017,59,",,U",72,"H,,U",48,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,6/27/2017,56,",,U",68,"H,,U",48,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,6/28/2017,61,",,U",75,"H,,U",44,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,6/29/2017,67,",,U",78,"H,,U",54,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,6/30/2017,73,",,U",83,"H,,U",65,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,7/1/2017,70,",,U",83,"H,,U",64,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,7/2/2017,69,",,U",83,"H,,U",57,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,7/3/2017,66,",,U",80,"H,,U",52,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,7/4/2017,65,",,U",81,"H,,U",50,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,7/5/2017,69,",,U",84,"H,,U",48,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,7/6/2017,70,",,U",81,"H,,U",62,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,7/7/2017,73,",,U",86,"H,,U",63,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,7/8/2017,66,",,U",76,"H,,U",52,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,7/9/2017,65,",,U",79,"H,,U",47,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,7/10/2017,68,",,U",81,"H,,U",54,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,7/11/2017,72,",,U",84,"H,,U",62,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,7/12/2017,71,",,U",81,"H,,U",62,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,7/13/2017,71,",,U",81,"H,,U",63,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,7/14/2017,70,",,U",82,"H,,U",64,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,7/15/2017,66,",,U",77,"H,,U",57,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,7/16/2017,69,",,U",83,"H,,U",58,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,7/17/2017,68,",,U",82,"H,,U",56,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,7/18/2017,72,",,U",87,"H,,U",60,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,7/19/2017,73,",,U",87,"H,,U",61,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,7/20/2017,72,",,U",86,"H,,U",62,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,7/21/2017,74,",,U",86,"H,,U",59,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,7/22/2017,69,",,U",81,"H,,U",58,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,7/23/2017,71,",,U",82,"H,,U",59,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,7/24/2017,66,",,U",78,"H,,U",59,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,7/25/2017,63,",,U",68,"H,,U",60,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,7/26/2017,66,",,U",74,"H,,U",58,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,7/27/2017,66,",,U",74,"H,,U",62,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,7/28/2017,66,",,U",77,"H,,U",55,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,7/29/2017,64,",,U",78,"H,,U",50,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,7/30/2017,64,",,U",82,"H,,U",44,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,7/31/2017,69,",,U",87,"H,,U",52,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,8/1/2017,71,",,U",88,"H,,U",57,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,8/2/2017,71,",,U",88,"H,,U",60,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,8/3/2017,72,",,U",87,"H,,U",59,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,8/4/2017,72,",,U",85,"H,,U",62,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,8/5/2017,66,",,U",75,"H,,U",55,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,8/6/2017,62,",,U",77,"H,,U",48,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,8/7/2017,63,",,U",74,"H,,U",50,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,8/8/2017,64,",,U",78,"H,,U",49,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,8/9/2017,65,",,U",83,"H,,U",48,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,8/10/2017,68,",,U",84,"H,,U",53,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,8/11/2017,67,",,U",77,"H,,U",55,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,8/12/2017,69,",,U",83,"H,,U",62,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,8/13/2017,65,",,U",79,"H,,U",51,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,8/14/2017,66,",,U",81,"H,,U",51,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,8/15/2017,69,",,U",84,"H,,U",60,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,8/16/2017,65,",,U",78,"H,,U",48,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,8/17/2017,66,",,U",81,"H,,U",46,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,8/18/2017,74,",,U",84,"H,,U",64,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,8/19/2017,68,",,U",80,"H,,U",60,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,8/20/2017,67,",,U",81,"H,,U",56,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,8/21/2017,69,",,U",85,"H,,U",56,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,8/22/2017,72,",,U",87,"H,,U",59,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,8/23/2017,65,",,U",77,"H,,U",54,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,8/24/2017,59,",,U",69,"H,,U",50,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,8/25/2017,58,",,U",71,"H,,U",43,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,8/26/2017,56,",,U",73,"H,,U",42,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,8/27/2017,58,",,U",77,"H,,U",40,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,8/28/2017,58,",,U",73,"H,,U",43,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,8/29/2017,54,",,U",67,"H,,U",46,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,8/30/2017,58,",,U",76,"H,,U",45,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,8/31/2017,58,",,U",70,"H,,U",42,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,9/1/2017,48,",,U",66,"H,,U",34,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,9/2/2017,54,",,U",73,"H,,U",34,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,9/3/2017,56,",,U",64,"H,,U",51,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,9/4/2017,67,",,U",79,"H,,U",53,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,9/5/2017,63,",,U",74,"H,,U",56,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,9/6/2017,58,",,U",63,"H,,U",54,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,9/7/2017,58,",,U",70,"H,,U",49,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,9/8/2017,53,",,U",65,"H,,U",43,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,9/9/2017,52,",,U",61,"H,,U",41,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,9/10/2017,52,",,U",67,"H,,U",41,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,9/11/2017,55,",,U",77,"H,,U",39,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,9/12/2017,59,",,U",81,"H,,U",45,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,9/13/2017,65,",,U",81,"H,,U",48,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,9/14/2017,67,",,U",77,"H,,U",62,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,9/15/2017,67,",,U",82,"H,,U",57,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,9/16/2017,67,",,U",84,"H,,U",57,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,9/17/2017,68,",,U",86,"H,,U",56,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,9/18/2017,69,",,U",87,"H,,U",56,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,9/19/2017,66,",,U",83,"H,,U",54,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,9/20/2017,66,",,U",83,"H,,U",51,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,9/21/2017,66,",,U",83,"H,,U",56,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,9/22/2017,63,",,U",81,"H,,U",49,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,9/23/2017,64,",,U",85,"H,,U",47,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,9/24/2017,69,",,U",90,"H,,U",54,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,9/25/2017,71,",,U",92,"H,,U",57,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,9/26/2017,70,",,U",91,"H,,U",56,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,9/27/2017,72,",,U",91,"H,,U",57,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,9/28/2017,56,",,U",64,"H,,U",41,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,9/29/2017,52,",,U",67,"H,,U",40,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,9/30/2017,47,",,U",52,"H,,U",35,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,10/1/2017,46,",,U",67,"H,,U",33,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,10/2/2017,48,",,U",73,"H,,U",33,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,10/3/2017,54,",,U",73,"H,,U",33,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,10/4/2017,65,",,U",82,"H,,U",45,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,10/5/2017,60,",,U",76,"H,,U",44,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,10/6/2017,57,",,U",71,"H,,U",43,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,10/7/2017,68,",,U",79,"H,,U",58,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,10/8/2017,68,",,U",79,"H,,U",55,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,10/9/2017,65,",,U",72,"H,,U",58,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,10/10/2017,62,",,U",75,"H,,U",50,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,10/11/2017,55,",,U",66,"H,,U",47,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,10/12/2017,51,",,U",62,"H,,U",41,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,10/13/2017,53,",,U",64,"H,,U",39,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,10/14/2017,58,",,U",67,"H,,U",49,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,10/15/2017,64,",,U",77,"H,,U",52,"H,I,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,10/16/2017,43,",,U",50,"H,I,U",33,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,10/17/2017,44,",,U",62,"H,,U",27,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,10/18/2017,53,",,U",73,"H,,U",40,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,10/19/2017,58,",,U",74,"H,,U",46,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,10/20/2017,49,",,U",69,"H,,U",35,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,10/21/2017,51,",,U",77,"H,,U",31,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,10/22/2017,56,",,U",76,"H,,U",36,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,10/23/2017,62,",,U",73,"H,,U",52,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,10/24/2017,65,",,U",71,"H,,U",53,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,10/25/2017,51,",,U",64,"H,,U",37,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,10/26/2017,45,",,U",56,"H,,U",38,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,10/27/2017,48,",,U",61,"H,,U",32,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,10/28/2017,57,",,U",68,"H,,U",47,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,10/29/2017,47,",,U",51,"H,,U",45,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,10/30/2017,45,",,U",53,"H,,U",39,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,10/31/2017,42,",,U",46,"H,,U",39,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,11/1/2017,39,",,U",47,"H,,U",30,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,11/2/2017,56,",,U",64,"H,,U",48,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,11/3/2017,49,",,U",59,"H,,U",33,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,11/4/2017,40,",,U",51,"H,,U",29,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,11/5/2017,52,",,U",58,"H,,U",44,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,11/6/2017,48,",,U",59,"H,,U",38,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,11/7/2017,33,",,U",38,"H,,U",25,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,11/8/2017,30,",,U",47,"H,,U",19,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,11/9/2017,33,",,U",43,"H,,U",17,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,11/10/2017,23,",,U",33,"H,,U",18,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,11/11/2017,22,",,U",33,"H,,U",10,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,11/12/2017,33,",,U",44,"H,,U",19,"H,,U",NEW_YORK
USR0000NSHR,"SHERBURNE NEW YORK, NY US",42.7,-75.5,335.3,11/13/2017,33,",,U",33,"H,,U",33,"H,,U",NEW_YORK
USW00004725,"BINGHAMTON GREATER AP, NY US",42.2068,-75.98,486.2,1/1/2015,20,"H,,S",30,",,W",16,",,W",BINGHAMTON
USW00004725,"BINGHAMTON GREATER AP, NY US",42.2068,-75.98,486.2,1/2/2015,28,"H,,S",30,",,W",24,",,W",BINGHAMTON
USW00004725,"BINGHAMTON GREATER AP, NY US",42.2068,-75.98,486.2,1/3/2015,25,"H,,S",36,",,W",19,",,W",BINGHAMTON
USW00004725,"BINGHAMTON GREATER AP, NY US",42.2068,-75.98,486.2,1/4/2015,41,"H,,S",50,",,W",34,",,W",BINGHAMTON
USW00004725,"BINGHAMTON GREATER AP, NY US",42.2068,-75.98,486.2,1/5/2015,25,"H,,S",34,",,W",8,",,W",BINGHAMTON
USW00004725,"BINGHAMTON GREATER AP, NY US",42.2068,-75.98,486.2,1/6/2015,10,"H,,S",14,",,W",8,",,W",BINGHAMTON
